time_step,lvl1_mean,lvl1_plus_std,lvl1_minus_std,lvl2_mean,lvl2_plus_std,lvl2_minus_std,lvl3_mean,lvl3_plus_std,lvl3_minus_std,lvl4_mean,lvl4_plus_std,lvl4_minus_std,lvl5_mean,lvl5_plus_std,lvl5_minus_std
0,0.377245508982036,1.03231624430602,0,0.484848484848485,1.02139185483714,0,-0.783699059561129,-0.307619567527538,-1,-0.945504087193461,-0.69531245711922,-1.1956957172677,-0.975460122699387,,-1.22211940548999
5000,0.30030959752322,0.862774141720479,0,0.521875,1.11927499622187,0,-0.757251908396947,-0.243819116736575,-1,-0.937072503419973,-0.657382520551664,-1.21676248628828,-0.96769456681351,-0.701308624620171,-1.23408050900685
10000,0.335384615384615,0.924491170867747,0,0.46875,1.09644793865709,0,-0.752012882447665,-0.267061963918623,-1,-0.916552667578659,-0.630077363896847,-1.20302797126047,-0.956589147286822,-0.65458010986012,-1.25859818471352
15000,0.341538461538462,0.942692780095559,0,0.571875,1.17058540879963,0,-0.706451612903226,-0.114947146306518,-1,-0.950402144772118,-0.704182732181775,-1.19662155736246,-0.950454170107349,-0.613934243018868,-1.28697409719583
20000,0.417177914110429,1.15986286373781,0,0.5875,1.20983758944411,0,-0.704065040650407,-0.130289844063058,-1,-0.947437582128778,-0.696393700230898,-1.19848146402666,-0.969275786393563,-0.682029070631055,-1.25652250215607
25000,0.464615384615385,1.15592626348542,0,0.671875,1.330901723715,0.0128482762849954,-0.658249158249158,-0.0469108437455883,-1,-0.929155313351499,-0.651973834848811,-1.20633679185419,-0.965996908809892,-0.681703420831789,-1.250290396788
30000,0.527272727272727,1.30744990583733,0,0.766355140186916,1.45889718655039,0.0738130938234416,-0.708064516129032,-0.128164689924614,-1,-0.943790849673203,-0.662193390569337,-1.22538830877707,-0.973214285714286,-0.721584136177006,-1.22484443525157
35000,0.595166163141994,1.38860949495025,0,0.819875776397516,1.48393483954558,0.155816713249452,-0.67741935483871,-0.0554158810267421,-1,-0.969849246231156,-0.715883513115613,-1.2238149793467,-0.985967503692762,-0.767234028852625,-1.2047009785329
40000,0.654545454545455,1.42760667653425,0,0.772585669781931,1.4302300310586,0.114941308505258,-0.709175738724728,-0.117678531881527,-1,-0.950131233595801,-0.693536258116833,-1.20672620907477,-0.959695817490494,-0.677197883974802,-1.24219375100619
45000,0.65558912386707,1.46973891300546,0,0.906832298136646,1.6945989052229,0.119065691050394,-0.673234811165846,-0.071737601042482,-1,-0.937420178799489,-0.6797163976378,-1.19512395996118,-0.971264367816092,-0.676509629681976,-1.26601910595021
50000,0.76969696969697,1.64574947554346,0,0.946875,1.64190183694605,0.251848163053947,-0.694704049844237,-0.105988011551306,-1,-0.954545454545455,-0.707275566719251,-1.20181534237166,-0.95900439238653,-0.648381426257301,-1.26962735851576
55000,0.901492537313433,1.87992653866663,0,1.06853582554517,1.86007746184346,0.276994189246884,-0.620253164556962,0.0251754261938589,-1,-0.958282208588957,-0.694633656381456,-1.22193076079646,-0.961820851688693,-0.677508147685748,-1.24613355569164
60000,0.964601769911504,1.93696426416637,0,1.14860681114551,2.05556211807818,0.241651504212837,-0.7,-0.105179305006269,-1,-0.957026713124274,-0.717332168198916,-1.19672125804963,-0.956458635703919,-0.64289741724522,-1.27001985416262
65000,0.991071428571429,1.99401220045063,0,1.30959752321981,2.16758926998045,0.451605776459174,-0.662613981762918,-0.0131787934239129,-1,-0.96412037037037,-0.728557556047168,-1.19968318469357,-0.927217589082638,-0.550532816736179,-1.3039023614291
70000,1.06528189910979,2.05113993459447,0.0794238636251108,1.25617283950617,2.092162185582,0.420183493430349,-0.732954545454545,-0.166219675084214,-1,-0.971264367816092,-0.745527856354372,-1.19700087927781,-0.941305942773294,-0.586659342579146,-1.29595254296744
75000,1.14825581395349,2.19168444334355,0.104827184563427,1.52307692307692,2.50293097349156,0.543222872662291,-0.751031636863824,-0.190708129520051,-1,-0.965060240963856,-0.714640215066829,-1.21548026686088,-0.904214559386973,-0.48696125259705,-1.3214678661769
80000,1.24277456647399,2.26372458784324,0.22182454510474,1.58823529411765,2.55705876917964,0.619411819055651,-0.781641168289291,-0.279948124628442,-1,-0.97281993204983,-0.746072051518128,-1.19956781258153,-0.880658436213992,-0.423520760663434,-1.33779611176455
85000,1.34293948126801,2.41571100089422,0.270167961641807,1.69325153374233,2.61031231249187,0.776190754992789,-0.774193548387097,-0.232444578533104,-1,-0.982795698924731,-0.798000315083824,-1.16759108276564,-0.821818181818182,-0.300152581304593,-1.34348378233177
90000,1.36887608069164,2.47428038471396,0.263471776669323,1.73700305810398,2.70168976301958,0.772316353188371,-0.758397932816537,-0.217902719519256,-1,-0.971861471861472,-0.745561451757578,-1.19816149196537,-0.851982378854626,-0.390854018450945,-1.31311073925831
95000,1.41666666666667,2.49110550999371,0.342227823339625,1.92749244712991,2.96359794475817,0.891386949501647,-0.773946360153257,-0.266976391073475,-1,-0.971590909090909,-0.705387302190443,-1.23779451599137,-0.876823338735819,-0.447488286858672,-1.30615839061297
100000,1.66759002770083,2.76823479242853,0.566945262973129,2.13134328358209,3.19548514009634,1.06720142706784,-0.831353919239905,-0.368652015459224,-1,-0.971553610503282,-0.696126243937965,-1.2469809770686,-0.95547703180212,-0.598494695736659,-1.31245936786758
105000,1.67409470752089,2.78883730724117,0.559352107800611,2.19642857142857,3.29871346334283,1.09414367951431,-0.854415274463007,-0.433574301134455,-1,-0.963963963963964,-0.662059361847902,-1.26586856608003,-0.970550576184379,-0.649751878719768,-1.29134927364899
110000,1.66391184573003,2.78994390171351,0.537879789746547,2.42690058479532,3.54679861458453,1.30700255500611,-0.84037558685446,-0.398327315418055,-1,-0.975028376844495,-0.715110067364515,-1.23494668632447,-0.972453555413197,-0.673078669424494,-1.2718284414019
115000,1.83827493261456,2.93654937273842,0.740000492490691,2.57391304347826,3.73325981398183,1.41456627297469,-0.840236686390533,-0.397507172368524,-1,-0.963414634146341,-0.665824082492273,-1.26100518580041,-0.958749168330007,-0.632937216860023,-1.28456111979999
120000,1.90860215053763,3,0.798865199702316,2.72,3.84863230870472,1.59136769129528,-0.827387802071346,-0.366837927471541,-1,-0.970654627539503,-0.707606393866573,-1.23370286121243,-0.974009096816114,-0.677781883876917,-1.27023630975531
125000,2.09326424870466,3,0.997057699954055,2.67134831460674,3.82019679235046,1.52249983686303,-0.823529411764706,-0.371431290613928,-1,-0.962065331928346,-0.663273192535959,-1.26085747132073,-0.959629384513567,-0.674759956476759,-1.24449881255038
130000,2.10335917312662,3,1.0431685153843,2.86149584487535,3.95576728215904,1.76722440759166,-0.85277463193658,-0.436467709478164,-1,-0.97524219590958,-0.728647783108959,-1.2218366087102,-0.9812734082397,-0.663726791196239,-1.29882002528316
135000,2.10224438902743,3,1.03125421627855,3.01617250673854,4,1.90614089657314,-0.859608745684695,-0.465422500297496,-1,-0.95703544575725,-0.622176435415938,-1.29189445609856,-0.952316991269308,-0.641648155922958,-1.26298582661566
140000,2.25307125307125,3,1.22521579164183,3.12201591511936,4,2.02755783987416,-0.848161328588375,-0.436680239677536,-1,-0.943293347873501,-0.638579196460374,-1.24800749928663,-0.921625544267054,-0.552584353189007,-1.2906667353451
145000,2.26184538653367,3,1.2232089794908,3.25641025641026,4,2.2444522236595,-0.854988399071926,-0.444790931138278,-1,-0.966292134831461,-0.668212861576981,-1.26437140808594,-0.919914953933381,-0.534038049118078,-1.30579185874868
150000,2.45990566037736,3,1.53313236656494,3.40594059405941,4,2.45892524523772,-0.825378346915017,-0.391113499056736,-1,-0.969866071428571,-0.685867519365673,-1.25386462349147,-0.958041958041958,-0.628003436473159,-1.28808047961076
155000,2.49763033175355,3,1.60227728452983,3.38820638820639,4,2.42501256475472,-0.862030905077263,-0.483382738037018,-1,-0.971231300345224,-0.707701594019858,-1.23476100667059,-0.931082012405238,-0.59568908664705,-1.26647493816343
160000,2.54965357967667,3,1.68472149066387,3.54415274463007,4,2.6858507960208,-0.826903023983316,-0.370830677346701,-1,-0.947429906542056,-0.604354128858455,-1.29050568422566,-0.93854748603352,-0.587257382149825,-1.28983758991721
165000,2.49430523917995,3,1.62140559029282,3.50835322195704,4,2.60816615511008,-0.831389183457052,-0.41136128001424,-1,-0.946428571428571,-0.600174505624057,-1.29268263723309,-0.883453237410072,-0.468540941334822,-1.29836553348532
170000,2.66741071428571,3,1.9026320891413,3.65296803652968,4,2.88273947294227,-0.853277835587929,-0.442090308902139,-1,-0.959862385321101,-0.657565051656756,-1.26215971898545,-0.822514379622021,-0.309795310590404,-1.33523344865364
175000,2.63870967741936,3,1.85456833695563,3.70495495495496,4,2.99015005316163,-0.852813852813853,-0.460605498410211,-1,-0.958041958041958,-0.625993560574352,-1.29009035550956,-0.821002386634845,-0.289565851760364,-1.35243892150933
180000,2.72127659574468,3,2.02635558499731,3.70175438596491,4,2.9763312862451,-0.849639546858908,-0.440910849199809,-1,-0.945790080738178,-0.615536951921537,-1.27604320955482,-0.707885304659498,-0.00633633982391324,-1.40943426949508
185000,2.76016260162602,3,2.10353543168153,3.76394849785408,4,3.11797780248368,-0.881126173096976,-0.517819071837262,-1,-0.953349282296651,-0.588451426012947,-1.31824713858035,-0.70556552962298,0.0882931383090359,-1.499424197555
190000,2.79125248508946,3,2.1710714439622,3.79754601226994,4,3.1852454338031,-0.873673036093418,-0.479821389739189,-1,-0.954241071428571,-0.611521282750595,-1.29696086010655,-0.711331679073615,0.0478585679152984,-1.47052192606253
195000,2.82101167315175,3,2.24954409502861,3.91217564870259,4,3.5068714949047,-0.850537634408602,-0.419971467491798,-1,-0.951612903225807,-0.605323057337953,-1.29790274911366,-0.606334841628959,0.21885489067584,-1.43152457393376
200000,2.85496183206107,3,2.33577527305472,3.9232245681382,4,3.53859441930006,-0.838362068965517,-0.415506019256595,-1,-0.920323325635104,-0.554907560421223,-1.28573909084899,-0.712062256809339,0.0427060923671345,-1.46683060598581
205000,2.90467625899281,3,2.48888906089501,3.90458015267176,4,3.47341159590166,-0.832779623477298,-0.417241979670799,-1,-0.937354988399072,-0.572497500471835,-1.30221247632631,-0.682926829268293,0.0830934168587103,-1.4489470753953
